p_id,Gamer_ID,name,country,Region,team_name,role
364,shigetsu,Maxim Popadinec,Ukraine,Europe,PuckChamp,Carry
365,Malik,Abdimalik Sailau,Kazakhstan,Europe,PuckChamp,Offlaner
366,young G,Nikita Bochko,Belarus,Europe,PuckChamp,Solo Middle
367,Danial,Danial Alibaev,Kazakhstan,Europe,PuckChamp,Support
368,Hduo,Ilya Deriglazov,Ukraine,Europe,PuckChamp,Support
369,Robo-Z,Sebastian Cerralta Velarde,Peru,South America,Qhali,Solo Middle
370,Benjaz,Benjamín Lanao Barrios,Peru,South America,Ravens,Offlaner
371,Cara,Alejandro Guzmán Mendoza,Peru,South America,Ravens,Offlaner
372,PiPi,Jeanpierre Valente Arroyo,Peru,South America,Ravens,Solo Middle
373,qianqian,Li Wenyao,China,China,Revenge Gaming,Offlaner
374,Sober,Liu Renrui,China,China,Revenge Gaming,Support
375,Dinozavrik,Timur Mavrin,Russia,Europe,RISE Esports,Carry
376,Blizzy,Evgeniy Ri,Kyrgyzstan,CIS,RISE Esports,Offlaner
377,Dodren,Amir Akmollin,Kazakhstan,Europe,RISE Esports,Solo Middle
378,ArrOw,Islambek Shaudirbaev,Kazakhstan,Europe,RISE Esports,Support
379,BLACKARXANGEL,Vladislav Ivachshenko,Kazakhstan,Europe,RISE Esports,Support
380,Super,Xie Junhao,China,China,Royal Never Give Up,Coach
381,Chalice,Yang Shenyi,China,China,Royal Never Give Up,Offlaner
382,Somnus,Lu Yao,China,China,Royal Never Give Up,Solo Middle
383,kaka,Hu Liangzhi,China,China,Royal Never Give Up,Support
384,Arteezy,Artour Babaev,Canada,North America,Shopify Rebellion,Carry
385,BuLba,Kanishka Sosale,United States,North America,Shopify Rebellion,Coach
386,SabeRLight-,Jonáš Volek,Czechia,Other,Shopify Rebellion,Offlaner
387,Abed,Abed Azel L. Yusop,Philippines,Southeast Asia,Shopify Rebellion,Solo Middle
388,Cr1t-,Andreas Franck Nielsen,Denmark,Europe,Shopify Rebellion,Support
389,Fly,Tal Aizik,Israel,Other,Shopify Rebellion,Support
390,Xenon,Nurislam Muhametyarov,Russia,Europe,Siberian Team,Carry
391,VANSKOR,Ivan Skorokhod,Russia,Europe,Sigma.YNT,Support
392,nico,Nicholas Martinez-Rossi,United States,North America,simply TOOBASED,Solo Middle
393,Airu,Daniil Ryabkov,Russia,Europe,SMARACIS Esports,Offlaner
394,Red,Nguyễn Tiến Phát,Vietnam,Southeast Asia,SPAWN Team,Offlaner
395,MamangDaya,Tri Daya Pamungkas,Indonesia,Southeast Asia,SPAWN Team,Solo Middle
396,23savage,Nuengnara Teeramahanon,Thailand,Southeast Asia,Talon Esports,Carry
397,SunBhie,Lee Jeong-jae,South Korea,Other,Talon Esports,Coach
398,Jabz,Anucha Jirawong,Thailand,Southeast Asia,Talon Esports,Offlaner
399,Mikoto,Rafli Fathur Rahman,Indonesia,Southeast Asia,Talon Esports,Solo Middle
400,Oli,Chan Chon Kien,Malaysia,Southeast Asia,Talon Esports,Support
401,Q,Worawit Mekchai,Thailand,Southeast Asia,Talon Esports,Support
402,Monet,Du Peng,China,China,Team Aster,Carry
403,rOtK,Bai Fan,China,China,Team Aster,Coach
404,Xxs,Lin Jing,China,China,Team Aster,Offlaner
405,一,Zhai Jingkai,China,China,Team Aster,Solo Middle
406,BoBoKa,Ye Zhibiao,China,China,Team Aster,Support
407,皮球,Yu Yajun,China,China,Team Aster,Support
408,Gorgc,Janne Stefanovski,Sweden,Europe,Team Bald Reborn,Carry
409,w33,Aliwi Omar,Romania,Europe,Team Bald Reborn,Solo Middle
410,Bengan,Jonathan Hansson,Sweden,Europe,Team Bald Reborn,Support
411,Pablo,Axel Källman,Sweden,Europe,Team Bald Reborn,Support
412,csj,Chen Shujun,China,China,Team Cloud,Offlaner
413,mercy,Li Zimeng,China,China,Team Cloud,Support
414,Yuma,Yuma Langlet,Nicaragua,Other,Team DogChamp,Carry
415,yarin,Yarin Lugassi,Israel,Other,Team DogChamp,Support
416,Bloody Nine,Daniel Foster,United States,North America,Team DogChamp,Support
417,Shisui,Sergiy Koren,Ukraine,Europe,Team Empire,Solo Middle
418,fozzy,Adel Zinnatullin,Russia,Europe,Team Empire Hope,Solo Middle
419,Unknown-,Kim Jit Pin,Malaysia,Southeast Asia,Team Flow,Carry
420,Nevermine,Somsak Chanthavisouk,Laos,Southeast Asia,Team Flow,Offlaner
421,Mercury,Yeong Shi Jie,Malaysia,Southeast Asia,Team Flow,Solo Middle
422,Czy,Cheong Zhi Ying,Malaysia,Southeast Asia,Team Flow,Support
423,TrazaM,Tan Kai Soon,Malaysia,Southeast Asia,Team Flow,Support
424,SangSang,Lei Yipei,China,China,Team Initial,Support
425,Qojqva,Maximilian Bröcker,Germany,Europe,Team Liquid,Carry
426,miCKe,Michael Vu,Sweden,Europe,Team Liquid,Carry
427,zai,Ludwig Eric Wåhlberg,Sweden,Europe,Team Liquid,Offlaner
428,Nisha,Michał Jankowski,Poland,Europe,Team Liquid,Solo Middle
429,Jabbz,Mathis Friesel,Germany,Europe,Team Liquid,Support
430,Boxi,Samuel Svahn,Sweden,Europe,Team Liquid,Support
431,iNSaNiA,Aydin Sarkohi,Sweden,Europe,Team Liquid,Support
432,Ifr1t!,Felix Rodeardo,Indonesia,Southeast Asia,Team M11,Carry
433,Ramz,Ramzi Bayhaki,Indonesia,Southeast Asia,Team M11,Solo Middle
434,Lin,Xu Ziyang,China,China,Team Mystique,Solo Middle
435,zone-,Pu Junyu,China,China,Team Mystique,Solo Middle
436,Drink,Duan Songjun,China,China,Team Mystique,Support
437,Nj,Law Chee Hoong,Malaysia,Southeast Asia,Team Mystique,Support
438,rayy,Raymond Then Wan Jia,Malaysia,Southeast Asia,Team Mystique,Support
439,vtFαded,Cheng Jia Hao,Malaysia,Southeast Asia,Team Orca,Carry
440,Gy,Wong Kok Guan,Malaysia,Southeast Asia,Team Orca,Offlaner
441,AhJit,Lai Jay Son,Malaysia,Southeast Asia,Team Orca,Solo Middle
442,Yif,Zhou Yifu,China,China,Team Orca,Support
443,闷油瓶,Wang Liang,China,China,Team Orca,Support
444,ReaLaxXx,Nikos Kiazolis,Greece,Europe,Team RAAZ,Offlaner
445,Crystallis,Remco Arets,Netherlands,Europe,Team Secret,Carry
446,Heen,Lee Seung Gon,South Korea,Other,Team Secret,Coach
447,Resolut1on,Roman Fomynok,Ukraine,Europe,Team Secret,Offlaner
448,BOOM,Miroslav Bičan,Czechia,Other,Team Secret,Solo Middle
449,Puppey,Clement Ivanov,Estonia,Europe,Team Secret,Support
450,YapzOr,Yazied Jaradat,Jordan,Other,Team Secret,Support
451,Zayac,Baqyt Emiljanov,Kyrgyzstan,CIS,Team Secret,Support
452,7jesu,Maxim Senchinevich,Ukraine,Europe,Team Sexy,Carry
453,Nefrit,Dmitry Tarasich,Ukraine,Europe,Team Sexy,Offlaner
454,CDR,Lee Jia He,Malaysia,Southeast Asia,Team SMG,Carry
455,ALWAYSWANNAFLY,Andrii Bondarenko,Ukraine,Europe,Team SMG,Coach
456,MidOne,Yeik Nai Zheng,Malaysia,Southeast Asia,Team SMG,Offlaner
457,Raging Potato,Ryan Jay Qui,Philippines,Southeast Asia,Team SMG,Offlaner
458,Moon,Kam Boon Seng,Malaysia,Southeast Asia,Team SMG,Solo Middle
459,ah fu,Tue Soon Chuan,Malaysia,Southeast Asia,Team SMG,Support
460,Boomy,Marvin Salvador Gilos Rushton,Philippines,Southeast Asia,Team SMG,Support
461,Yatoro,Illya Mulyarchuk,Ukraine,Europe,Team Spirit,Carry
462,Silent,Airat Gaziev,Russia,Europe,Team Spirit,Coach
463,Collapse,Magomed Khalilov,Russia,Europe,Team Spirit,Offlaner
464,Larl,Denis Sigitov,Russia,Europe,Team Spirit,Solo Middle
465,Miposhka,Yaroslav Naidenov,Russia,Europe,Team Spirit,Support
466,Mira,Miroslaw Kolpakov,Ukraine,Europe,Team Spirit,Support
467,Lance,Fua Hsien Wan,Malaysia,Southeast Asia,TEAM STAR,Carry
468,ddz,Kok Yi Liong,Malaysia,Southeast Asia,TEAM STAR,Solo Middle
469,MoZuN,Goh Choo Jian,Malaysia,Southeast Asia,TEAM STAR,Support
470,InsaNe,Myint Myat Zaw,Myanmar,Southeast Asia,Team Veteran,Solo Middle
471,Kenji,Ye Htike,Myanmar,Southeast Asia,Team Veteran,Support
472,Rap Rap,Kaung Zaw Thu,Myanmar,Southeast Asia,Team Veteran,Support
473,Rusman,Rusman Hadi,Indonesia,Southeast Asia,Team Wolf,Offlaner
474,NeaR,Lu Guangkun,China,China,Team X,Support
475,Scourge McDuck,Griffin Pappert,United States,North America,The Cut,Carry
476,high_shaggy,Muhammad Saad Ali Ghaznavi,Canada,North America,The Cut,Solo Middle
477,empyreaN,Ankit Aggarwal,United States,North America,The Cut,Support
478,Save,Joseph Jacobson,United States,North America,The Cut,Support
479,layme,Timur Magomedov,Russia,Europe,Thiuth Gaming,Carry
480,esK,Jose Esau Perez Coronel,Mexico,Other,Thiuth Gaming,Solo Middle
481,antoha,Anton Marchenko,Non-representing,Other,Thiuth Gaming,Support
482,Smiling Knight,Aliaksei Svirydau,Belarus,Europe,Thunder Awaken,Carry
483,LittleBoy,Mario Romero Valdivia,Peru,South America,Thunder Awaken,Offlaner
484,Alone,Ricardo Ernesto Sanchez Fernandez,Peru,South America,Thunder Awaken,Solo Middle
485,Michael-,Miguel Angel Choque Gomez,Bolivia,South America,Thunder Awaken,Support
486,Accel,Cristian Neto Cruz Quispe,Peru,South America,Thunder Awaken,Support
487,Timado,Enzo Gianoli O'Connor,Peru,South America,TSM,Carry
488,MoonMeander,David Tan Boon Yang,Canada,North America,TSM,Coach
489,kasane,Ilyas Gainullin,Russia,Europe,TSM,Offlaner
490,Bryle,Jonathan Bryle Santos De Guia,Canada,North America,TSM,Solo Middle
491,Whitemon,Matthew Filemon,Indonesia,Southeast Asia,TSM,Support
492,Ari,Matthew Walker,United Kingdom,Europe,TSM,Support
493,skiter,Oliver Lepko,Slovakia,Europe,Tundra Esports,Carry
494,Aui_2000,Kurtis Daniel Ling,Canada,North America,Tundra Esports,Coach
495,33,Neta Shapira,Israel,Other,Tundra Esports,Offlaner
496,Nine,Leon Kirilin,Germany,Europe,Tundra Esports,Solo Middle
497,Saksa,Martin Sazdov,North Macedonia,Other,Tundra Esports,Support
498,Sneyking,Wu Jingjun,United States,North America,Tundra Esports,Support
499,LaKelz,Pipat Prariyachat,Thailand,Southeast Asia,UD Vessuwan,Coach
500,tnt,Thanathorn Sriiamkoon,Thailand,Southeast Asia,UD Vessuwan,Offlaner
501,Boombui,Anurat Praianun,Thailand,Southeast Asia,UD Vessuwan,Support
502,LionaX,Supanut Chow,Thailand,Southeast Asia,UD Vessuwan,Support
503,QAZ,Zhang Xuanhao,China,China,Vampire Gaming,Support
504,Loomdun,Chase Stearns,United States,North America,Vendetta,Coach
505,Erika,Yang Shaohan,China,China,Vici Gaming,Carry
506,Fenrir,Lu Chao,China,China,Vici Gaming,Coach
507,niu,Li Kongbo,China,China,Vici Gaming,Offlaner
508,Setsu,Gao Zhenxiong,China,China,Vici Gaming,Solo Middle
509,fy,Xu Linsen,China,China,Vici Gaming,Support
510,Yang,Zhou Haiyang,China,China,Vici Gaming,Support
511,krylat,Alexandr Krylatov,Russia,Europe,Virtus.pro,Carry
512,Ahilles,Timur Kulmuhambetov,Russia,Europe,Virtus.pro,Coach
513,Noticed,Evgeniy Ignatenko,Russia,Europe,Virtus.pro,Offlaner
514,squad1x,Ilya Kuvaldin,Russia,Europe,Virtus.pro,Solo Middle
515,Dukalis,Andrey Kuropatkin,Russia,Europe,Virtus.pro,Support
516,illias,Illias Ganeev,Russia,Europe,Virtus.pro,Support
517,sayuw,Oleg Kalenbet,Russia,Europe,Virtus.pro,Support
518,Palantimos,Nikita Grinkevich,Belarus,Europe,Water Rune Enjoyers,Carry
519,BliNcc,Ionut Radu Musat,Romania,Europe,Water Rune Enjoyers,Offlaner
520,y0nd,Gleb Vazhnov,Russia,Europe,Water Rune Enjoyers,Support
521,DurpDurp,Erik Kamerling,United States,North America,Wheel Whreck,Support
522,.Ark,Yegor Zhabotinskii,Non-representing,Other,Wildcard Gaming,Carry
523,Sunlight,Kirill Kachinsky,Belarus,Europe,Wildcard Gaming,Offlaner
524,babitich,Vladimir Abelyan,Russia,Europe,Wildcard Gaming,Solo Middle
525,FLee,Francis Lee,United States,North America,Wildcard Gaming,Support
526,Sammyboy,Samuel Anderson,United States,North America,Wildcard Gaming,Support
527,NO_Chanc3,Moin Ejaz,India,Other,Winter Bear,Support
528,Exotic_Deer,Natan Michalewicz,Poland,Europe,Wisła Kraków,Carry
529,hFn,William Medeiros de Anastácio,Brazil,South America,Wolf Team,Carry
530,633,Stanislav Glushan,Russia,Europe,X3,Coach
531,2hoi,Chang Tu Hai,Indonesia,Southeast Asia,XCN Gaming,Support
532,Karma丶,Philip Joshua Torres,Philippines,Southeast Asia,XERXIA,Carry
533,Rupido,Glenard Lei C. Rugay,Philippines,Southeast Asia,XERXIA,Offlaner
534,JG,Julius Galeon,Philippines,Southeast Asia,XERXIA,Solo Middle
535,Teehee,John Linuel Abanto,Philippines,Southeast Asia,XERXIA,Support
536,bombi,Trần Hoàng Minh Quý,Vietnam,Southeast Asia,XERXIA,Support
537,J,Wang Wenjun,China,China,Xtreme Gaming,Carry
538,Ghost,Daniel Chan Kok Hong,Malaysia,Southeast Asia,Xtreme Gaming,Carry
539,bLink,Zhou Yang,China,China,Xtreme Gaming,Coach
540,Srf,Sun Runfa,China,China,Xtreme Gaming,Offlaner
541,JT-,Thiay Jun Wen,Malaysia,Southeast Asia,Xtreme Gaming,Offlaner
542,Paparazi灬,Zhang Chengjun,China,China,Xtreme Gaming,Solo Middle
543,Dy,Ding Cong,China,China,Xtreme Gaming,Support
544,Pyw,Xiong Jiahan,China,China,Xtreme Gaming,Support
545,ShowTi,Aung Myat Soe,Myanmar,Southeast Asia,Yangon Galacticos,Offlaner
546,Lou,Lou Zhen,China,China,Ybb Gaming,Carry
547,Beyond,Xiang Zhenghong,China,China,Ybb Gaming,Offlaner
548,7e,Huang Heming,China,China,Ybb Gaming,Solo Middle
549,zzq,Zhang Ziqiang,China,China,Ybb Gaming,Support
550,天命,Jiang An,China,China,Ybb Gaming,Support
551,ArsZeeqq,Arsenii Usov,Russia,Europe,YNT,Coach
552,Dame,Egor Lexyutin,Russia,Europe,YNT,Solo Middle
553,Bignum,Danil Shekhovtsov,Ukraine,Europe,YNT,Support
554,CemaTheSlayer,Semen Krivulya,Ukraine,Europe,YNT,Support
555,PatSoul,Zheng Yukai,Canada,North America,Young Drug Gaming,Offlaner
556,lt,Luo Tao,China,China,Zeus Gaming,Support
